Notification_ID,Product_ASIN,Product_Name,Notification_Type,Old_Price,New_Price,Old_Stock_Status,New_Stock_Status,Notification_Message,Notified_At
1,B0DV5J28LW,boAt New Launch Rockerz 650 Pro,Price Drop,₹2,499,₹2,299,In Stock,In Stock,Price dropped from ₹2,499 to ₹2,299!,2025-10-06 10:00:00
2,B0C3HCD34R,soundcore by Anker Q20i,Discount Update,₹3,799,₹3,659,In Stock,In Stock,Discount increased to 39% off!,2025-10-06 10:05:00
3,B071Z8M4KX,Boat BassHeads 100,Stock Alert,₹349,₹349,Out of Stock,In Stock,Product back in stock!,2025-10-06 10:10:00
4,B0FC2Y8XYF,boAt Rockerz 450,Price Drop,₹1,199,₹1,099,In Stock,In Stock,Price dropped from ₹1,199 to ₹1,099!,2025-10-06 10:15:00
5,B0F7LY85KB,boAt Rockerz 421,Discount Update,₹1,299,₹1,199,In Stock,In Stock,Discount updated to 52% off!,2025-10-06 10:20:00
6,B08QTYYNDN,JBL Tune 510BT,Price Drop,₹2,099,₹1,999,In Stock,In Stock,Price dropped from ₹2,099 to ₹1,999!,2025-10-06 10:25:00
7,B0F7Y54PJX,boAt Rockerz 113,Stock Alert,₹699,₹699,Out of Stock,In Stock,Product back in stock!,2025-10-06 10:30:00
8,B0856HY85J,boAt Rockerz 550/Rockerz 558,Price Drop,₹1,399,₹1,299,In Stock,In Stock,Price dropped from ₹1,399 to ₹1,299!,2025-10-06 10:35:00
9,B0DGTSRX3R,boAt Rockerz 480 Black,Discount Update,₹1,599,₹1,499,In Stock,In Stock,Discount updated to 60% off!,2025-10-06 10:40:00
10,B0DGTTKCJX,boAt Rockerz 480 White,Discount Update,₹1,599,₹1,499,In Stock,In Stock,Discount updated to 60% off!,2025-10-06 10:45:00
11,B0DGTSRX3P,"boAt Rockerz 450, 15 HRS Battery, 40mm Drivers, Padded Ear Cushions, Integrated Controls, Dual Modes, On Ear Bluetooth Headphones, Wireless Headphone with Mic (Luscious Black)",B07PR1CL3S,boAt,₹1,299,₹3,990,67% off,In Stock,4.0 out of 5 stars,120158,Amazon.com, Inc,https://www.amazon.in/Rockerz-450-Wireless-Bluetooth-Headphone/dp/B07PR1CL3S/ref=sr_1_32?dib=eyJ2IjoiMSJ9.rAVL3OZsOjPr2_HNudqXQg5LwoWovoxOrWBnCyZ0VSufu2atlRgsUbUxV236WcSyd3Hs1lwM83cu7XwWLF7DpV-ManqU0OoKnwUzdtXUbvcE18qD4q0t1elzADKoPRBSKWsFDm4VK4VXeri2MgSht9foLbfSE1o7c6by98dhMppa2sx0v80Kiqv8EiDDecDXAtiENhJcJ1d9FwRj4rsLcDbP0fOxBnVg7b0qg9yQhz8.RPDAwQwIFRYren5Xj3Kz2KR8lCHCH9AziHgxf36n4uw&dib_tag=se&keywords=headphones&qid=1758553817&sr=8-32&xpid=Q-XSjaBW2W0qe,https://amazon.in/product-reviews/B07PR1CL3S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2025-09-22 20:41:18
2025-10-06 13:12:06,Price Drop,"Price Drop Alert 🚨

Product: boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirectional Retractable Mic, Adjustable Headband & USB Type-A Compatibility(Black)
Old Price: ₹999.00
New Price: ₹663.80
Drop: 33.55%

Check competitor site immediately."
2025-10-06 13:12:06,Price Drop,"Price Drop Alert 🚨

Product: boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirectional Retractable Mic, Adjustable Headband & USB Type-A Compatibility(Black)
Old Price: ₹999.00
New Price: ₹747.13
Drop: 25.21%

Check competitor site immediately."
2025-10-06 13:12:06,Price Drop,"Price Drop Alert 🚨

Product: boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirectional Retractable Mic, Adjustable Headband & USB Type-A Compatibility(Black)
Old Price: ₹999.00
New Price: ₹820.44
Drop: 17.87%

Check competitor site immediately."
2025-10-06 13:12:06,Price Drop,"Price Drop Alert 🚨

Product: boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirectional Retractable Mic, Adjustable Headband & USB Type-A Compatibility(Black)
Old Price: ₹999.00
New Price: ₹837.61
Drop: 16.16%

Check competitor site immediately."
2025-10-06 13:12:06,Price Drop,"Price Drop Alert 🚨

Product: boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirectional Retractable Mic, Adjustable Headband & USB Type-A Compatibility(Black)
Old Price: ₹999.00
New Price: ₹706.66
Drop: 29.26%

Check competitor site immediately."
2025-10-06 13:12:06,Price Drop,"Price Drop Alert 🚨

Product: boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirectional Retractable Mic, Adjustable Headband & USB Type-A Compatibility(Black)
Old Price: ₹999.00
New Price: ₹812.58
Drop: 18.66%

Check competitor site immediately."
2025-10-06 13:12:06,Price Drop,"Price Drop Alert 🚨

Product: boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirectional Retractable Mic, Adjustable Headband & USB Type-A Compatibility(Black)
Old Price: ₹999.00
New Price: ₹756.57
Drop: 24.27%

Check competitor site immediately."
2025-10-06 13:12:06,Price Drop,"Price Drop Alert 🚨

Product: boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirectional Retractable Mic, Adjustable Headband & USB Type-A Compatibility(Black)
Old Price: ₹999.00
New Price: ₹861.62
Drop: 13.75%

Check competitor site immediately."
2025-10-06 13:12:06,Price Drop,"Price Drop Alert 🚨

Product: boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirectional Retractable Mic, Adjustable Headband & USB Type-A Compatibility(Black)
Old Price: ₹999.00
New Price: ₹728.88
Drop: 27.04%

Check competitor site immediately."
2025-10-06 13:12:06,Price Drop,"Price Drop Alert 🚨

Product: boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirectional Retractable Mic, Adjustable Headband & USB Type-A Compatibility(Black)
Old Price: ₹999.00
New Price: ₹793.28
Drop: 20.59%

Check competitor site immediately."
